0,2017-09-01 09:30:00
1,2017-09-01 09:31:00
2,2017-09-01 09:32:00
3,2017-09-01 09:33:00
4,2017-09-01 09:34:00
5,2017-09-01 09:35:00
6,2017-09-01 09:36:00
7,2017-09-01 09:37:00
8,2017-09-01 09:38:00
9,2017-09-01 09:39:00
10,2017-09-01 09:40:00
11,2017-09-01 09:41:00
12,2017-09-01 09:42:00
13,2017-09-01 09:43:00
14,2017-09-01 09:44:00
15,2017-09-01 09:45:00
16,2017-09-01 09:46:00
17,2017-09-01 09:47:00
18,2017-09-01 09:48:00
19,2017-09-01 09:49:00
20,2017-09-01 09:50:00
21,2017-09-01 09:51:00
22,2017-09-01 09:52:00
23,2017-09-01 09:53:00
24,2017-09-01 09:54:00
25,2017-09-01 09:55:00
26,2017-09-01 09:56:00
27,2017-09-01 09:57:00
28,2017-09-01 09:58:00
29,2017-09-01 09:59:00
30,2017-09-01 10:00:00
31,2017-09-01 10:01:00
32,2017-09-01 10:02:00
33,2017-09-01 10:03:00
34,2017-09-01 10:04:00
35,2017-09-01 10:05:00
36,2017-09-01 10:06:00
37,2017-09-01 10:07:00
38,2017-09-01 10:08:00
39,2017-09-01 10:09:00
40,2017-09-01 10:10:00
41,2017-09-01 10:11:00
42,2017-09-01 10:12:00
43,2017-09-01 10:13:00
44,2017-09-01 10:14:00
45,2017-09-01 10:15:00
46,2017-09-01 10:16:00
47,2017-09-01 10:17:00
48,2017-09-01 10:18:00
49,2017-09-01 10:19:00
50,2017-09-01 10:20:00
51,2017-09-01 10:21:00
52,2017-09-01 10:22:00
53,2017-09-01 10:23:00
54,2017-09-01 10:24:00
55,2017-09-01 10:25:00
56,2017-09-01 10:26:00
57,2017-09-01 10:27:00
58,2017-09-01 10:28:00
59,2017-09-01 10:29:00
60,2017-09-01 10:30:00
61,2017-09-01 10:31:00
62,2017-09-01 10:32:00
63,2017-09-01 10:33:00
64,2017-09-01 10:34:00
65,2017-09-01 10:35:00
66,2017-09-01 10:36:00
67,2017-09-01 10:37:00
68,2017-09-01 10:38:00
69,2017-09-01 10:39:00
70,2017-09-01 10:40:00
71,2017-09-01 10:41:00
72,2017-09-01 10:42:00
73,2017-09-01 10:43:00
74,2017-09-01 10:44:00
75,2017-09-01 10:45:00
76,2017-09-01 10:46:00
77,2017-09-01 10:47:00
78,2017-09-01 10:48:00
79,2017-09-01 10:49:00
80,2017-09-01 10:50:00
81,2017-09-01 10:51:00
82,2017-09-01 10:52:00
83,2017-09-01 10:53:00
84,2017-09-01 10:54:00
85,2017-09-01 10:55:00
86,2017-09-01 10:56:00
87,2017-09-01 10:57:00
88,2017-09-01 10:58:00
89,2017-09-01 10:59:00
90,2017-09-01 11:00:00
91,2017-09-01 11:01:00
92,2017-09-01 11:02:00
93,2017-09-01 11:03:00
94,2017-09-01 11:04:00
95,2017-09-01 11:05:00
96,2017-09-01 11:06:00
97,2017-09-01 11:07:00
98,2017-09-01 11:08:00
99,2017-09-01 11:09:00
100,2017-09-01 11:10:00
101,2017-09-01 11:11:00
102,2017-09-01 11:12:00
103,2017-09-01 11:13:00
104,2017-09-01 11:14:00
105,2017-09-01 11:15:00
106,2017-09-01 11:16:00
107,2017-09-01 11:17:00
108,2017-09-01 11:18:00
109,2017-09-01 11:19:00
110,2017-09-01 11:20:00
111,2017-09-01 11:21:00
112,2017-09-01 11:22:00
113,2017-09-01 11:23:00
114,2017-09-01 11:24:00
115,2017-09-01 11:25:00
116,2017-09-01 11:26:00
117,2017-09-01 11:27:00
118,2017-09-01 11:28:00
119,2017-09-01 11:29:00
120,2017-09-01 11:30:00
121,2017-09-01 13:00:00
122,2017-09-01 13:01:00
123,2017-09-01 13:02:00
124,2017-09-01 13:03:00
125,2017-09-01 13:04:00
126,2017-09-01 13:05:00
127,2017-09-01 13:06:00
128,2017-09-01 13:07:00
129,2017-09-01 13:08:00
130,2017-09-01 13:09:00
131,2017-09-01 13:10:00
132,2017-09-01 13:11:00
133,2017-09-01 13:12:00
134,2017-09-01 13:13:00
135,2017-09-01 13:14:00
136,2017-09-01 13:15:00
137,2017-09-01 13:16:00
138,2017-09-01 13:17:00
139,2017-09-01 13:18:00
140,2017-09-01 13:19:00
141,2017-09-01 13:20:00
142,2017-09-01 13:21:00
143,2017-09-01 13:22:00
144,2017-09-01 13:23:00
145,2017-09-01 13:24:00
146,2017-09-01 13:25:00
147,2017-09-01 13:26:00
148,2017-09-01 13:27:00
149,2017-09-01 13:28:00
150,2017-09-01 13:29:00
151,2017-09-01 13:30:00
152,2017-09-01 13:31:00
153,2017-09-01 13:32:00
154,2017-09-01 13:33:00
155,2017-09-01 13:34:00
156,2017-09-01 13:35:00
157,2017-09-01 13:36:00
158,2017-09-01 13:37:00
159,2017-09-01 13:38:00
160,2017-09-01 13:39:00
161,2017-09-01 13:40:00
162,2017-09-01 13:41:00
163,2017-09-01 13:42:00
164,2017-09-01 13:43:00
165,2017-09-01 13:44:00
166,2017-09-01 13:45:00
167,2017-09-01 13:46:00
168,2017-09-01 13:47:00
169,2017-09-01 13:48:00
170,2017-09-01 13:49:00
171,2017-09-01 13:50:00
172,2017-09-01 13:51:00
173,2017-09-01 13:52:00
174,2017-09-01 13:53:00
175,2017-09-01 13:54:00
176,2017-09-01 13:55:00
177,2017-09-01 13:56:00
178,2017-09-01 13:57:00
179,2017-09-01 13:58:00
180,2017-09-01 13:59:00
181,2017-09-01 14:00:00
182,2017-09-01 14:01:00
183,2017-09-01 14:02:00
184,2017-09-01 14:03:00
185,2017-09-01 14:04:00
186,2017-09-01 14:05:00
187,2017-09-01 14:06:00
188,2017-09-01 14:07:00
189,2017-09-01 14:08:00
190,2017-09-01 14:09:00
191,2017-09-01 14:10:00
192,2017-09-01 14:11:00
193,2017-09-01 14:12:00
194,2017-09-01 14:13:00
195,2017-09-01 14:14:00
196,2017-09-01 14:15:00
197,2017-09-01 14:16:00
198,2017-09-01 14:17:00
199,2017-09-01 14:18:00
200,2017-09-01 14:19:00
201,2017-09-01 14:20:00
202,2017-09-01 14:21:00
203,2017-09-01 14:22:00
204,2017-09-01 14:23:00
205,2017-09-01 14:24:00
206,2017-09-01 14:25:00
207,2017-09-01 14:26:00
208,2017-09-01 14:27:00
209,2017-09-01 14:28:00
210,2017-09-01 14:29:00
211,2017-09-01 14:30:00
212,2017-09-01 14:31:00
213,2017-09-01 14:32:00
214,2017-09-01 14:33:00
215,2017-09-01 14:34:00
216,2017-09-01 14:35:00
217,2017-09-01 14:36:00
218,2017-09-01 14:37:00
219,2017-09-01 14:38:00
220,2017-09-01 14:39:00
221,2017-09-01 14:40:00
222,2017-09-01 14:41:00
223,2017-09-01 14:42:00
224,2017-09-01 14:43:00
225,2017-09-01 14:44:00
226,2017-09-01 14:45:00
227,2017-09-01 14:46:00
228,2017-09-01 14:47:00
229,2017-09-01 14:48:00
230,2017-09-01 14:49:00
231,2017-09-01 14:50:00
232,2017-09-01 14:51:00
233,2017-09-01 14:52:00
234,2017-09-01 14:53:00
235,2017-09-01 14:54:00
236,2017-09-01 14:55:00
237,2017-09-01 14:56:00
238,2017-09-01 14:57:00
239,2017-09-01 14:58:00
240,2017-09-01 14:59:00
241,2017-09-01 15:00:00
242,2017-09-04 09:30:00
243,2017-09-04 09:31:00
244,2017-09-04 09:32:00
245,2017-09-04 09:33:00
246,2017-09-04 09:34:00
247,2017-09-04 09:35:00
248,2017-09-04 09:36:00
249,2017-09-04 09:37:00
250,2017-09-04 09:38:00
251,2017-09-04 09:39:00
252,2017-09-04 09:40:00
253,2017-09-04 09:41:00
254,2017-09-04 09:42:00
255,2017-09-04 09:43:00
256,2017-09-04 09:44:00
257,2017-09-04 09:45:00
258,2017-09-04 09:46:00
259,2017-09-04 09:47:00
260,2017-09-04 09:48:00
261,2017-09-04 09:49:00
262,2017-09-04 09:50:00
263,2017-09-04 09:51:00
264,2017-09-04 09:52:00
265,2017-09-04 09:53:00
266,2017-09-04 09:54:00
267,2017-09-04 09:55:00
268,2017-09-04 09:56:00
269,2017-09-04 09:57:00
270,2017-09-04 09:58:00
271,2017-09-04 09:59:00
272,2017-09-04 10:00:00
273,2017-09-04 10:01:00
274,2017-09-04 10:02:00
275,2017-09-04 10:03:00
276,2017-09-04 10:04:00
277,2017-09-04 10:05:00
278,2017-09-04 10:06:00
279,2017-09-04 10:07:00
280,2017-09-04 10:08:00
281,2017-09-04 10:09:00
282,2017-09-04 10:10:00
283,2017-09-04 10:11:00
284,2017-09-04 10:12:00
285,2017-09-04 10:13:00
